No,;Time;Source;Destination;Protocol;Length;Info;;Time 1;Time 2;Delay;;Delay 1;Delay 2;Jitter
1291;37,08723;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=645211 Ack=3504 Win=76288 Len=1408;;37,08723;37,08723;1E-06;;7,10543E-15;1E-06;1E-06
1292;37,08723;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [PSH, ACK] Seq=646619 Ack=3504 Win=76288 Len=1408;;37,08723;37,08724;1E-06;;0;1E-06;1E-06
1293;37,08724;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=648027 Ack=3504 Win=76288 Len=1408;;37,08724;37,08724;1E-06;;-7,10543E-15;1E-06;1E-06
1294;37,08724;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [PSH, ACK] Seq=649435 Ack=3504 Win=76288 Len=1408;;37,08724;37,08724;1E-06;;7,10543E-15;1E-06;1E-06
1295;37,08724;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=650843 Ack=3504 Win=76288 Len=1408;;37,08724;37,08724;1E-06;;0;1E-06;1E-06
1296;37,08724;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [PSH, ACK] Seq=652251 Ack=3504 Win=76288 Len=1408;;37,08724;37,08724;1E-06;;-7,10543E-15;1E-06;1E-06
1297;37,08724;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=653659 Ack=3504 Win=76288 Len=1408;;37,08724;37,08724;1E-06;;7,10543E-15;1E-06;1E-06
1298;37,08724;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=670555 Ack=3504 Win=76288 Len=1408;;37,08724;37,08724;1E-06;;-7,10543E-15;1E-06;1E-06
1299;37,08724;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [PSH, ACK] Seq=671963 Ack=3504 Win=76288 Len=1408;;37,08724;37,08724;1E-06;;7,10543E-15;1E-06;1E-06
1300;37,08724;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=681819 Ack=3504 Win=76288 Len=1408;;37,08724;37,08724;1E-06;;0;1E-06;1E-06
1301;37,08724;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [PSH, ACK] Seq=683227 Ack=3504 Win=76288 Len=1408;;37,08724;37,08724;1E-06;;-7,10543E-15;1E-06;1E-06
1302;37,08724;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=687451 Ack=3504 Win=76288 Len=1408;;37,08724;37,08725;1E-06;;7,10543E-15;1E-06;1E-06
1303;37,08725;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [PSH, ACK] Seq=688859 Ack=3504 Win=76288 Len=1408;;37,08725;37,08725;1E-06;;0;1E-06;1E-06
1304;37,08725;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=690267 Ack=3504 Win=76288 Len=1408;;37,08725;37,08725;1E-06;;-7,10543E-15;1E-06;1E-06
1305;37,08725;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [PSH, ACK] Seq=691675 Ack=3504 Win=76288 Len=1408;;37,08725;37,08725;1E-06;;-4,8E-05;4,9E-05;9,7E-05
1306;37,08725;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=693083 Ack=3504 Win=76288 Len=1408;;37,08725;37,08730;4,9E-05;;-8E-06;5,7E-05;6,5E-05
1307;37,08730;192,168,100,21;142,251,85,71;TCP;90;[TCP Dup ACK 1136#52] 62448  >  443 [ACK] Seq=3504 Ack=763483 Win=1061632 Len=0 SLE=642395 SRE=655067 SLE=1112667 SRE=1114075 SLE=1067611 SRE=1070427 SLE=1064795 SRE=1066203;;37,08730;37,08735;5,7E-05;;3E-05;2,7E-05;-3E-06
1308;37,08735;192,168,100,21;142,251,85,71;TCP;90;[TCP Dup ACK 1136#53] 62448  >  443 [ACK] Seq=3504 Ack=763483 Win=1061632 Len=0 SLE=670555 SRE=673371 SLE=1112667 SRE=1114075 SLE=1067611 SRE=1070427 SLE=1064795 SRE=1066203;;37,08735;37,08738;2,7E-05;;5E-06;2,2E-05;1,7E-05
1309;37,08738;192,168,100,21;142,251,85,71;TCP;90;[TCP Dup ACK 1136#54] 62448  >  443 [ACK] Seq=3504 Ack=763483 Win=1061632 Len=0 SLE=681819 SRE=684635 SLE=1112667 SRE=1114075 SLE=1067611 SRE=1070427 SLE=1064795 SRE=1066203;;37,08738;37,08740;2,2E-05;;-0,10979;0,109812;0,219602
1310;37,08740;192,168,100,21;142,251,85,71;TCP;90;[TCP Dup ACK 1136#55] 62448  >  443 [ACK] Seq=3504 Ack=763483 Win=1061632 Len=0 SLE=687451 SRE=694491 SLE=1112667 SRE=1114075 SLE=1067611 SRE=1070427 SLE=1064795 SRE=1066203;;37,08740;37,19722;0,109812;;0,109806;6E-06;-0,1098
1311;37,19722;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [PSH, ACK] Seq=697307 Ack=3504 Win=76288 Len=1408;;37,19722;37,19722;6E-06;;2E-06;4E-06;2E-06
1312;37,19722;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=698715 Ack=3504 Win=76288 Len=1408;;37,19722;37,19723;4E-06;;2E-06;2E-06;-1,42109E-14
1313;37,19723;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [PSH, ACK] Seq=700123 Ack=3504 Win=76288 Len=1408;;37,19723;37,19723;2E-06;;1E-06;1E-06;1,42109E-14
1314;37,19723;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=701531 Ack=3504 Win=76288 Len=1408;;37,19723;37,19723;1E-06;;-1E-06;2E-06;3E-06
1315;37,19723;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [PSH, ACK] Seq=702939 Ack=3504 Win=76288 Len=1408;;37,19723;37,19723;2E-06;;-7,10543E-15;2E-06;2E-06
1316;37,19723;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=704347 Ack=3504 Win=76288 Len=1408;;37,19723;37,19723;2E-06;;1E-06;1E-06;-7,10543E-15
1317;37,19723;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=712795 Ack=3504 Win=76288 Len=1408;;37,19723;37,19723;1E-06;;-1E-06;2E-06;3E-06
1318;37,19723;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [PSH, ACK] Seq=714203 Ack=3504 Win=76288 Len=1408;;37,19723;37,19724;2E-06;;-6,2E-05;6,4E-05;0,000126
1319;37,19724;50,116,58,41;192,168,100,21;TCP;80;[TCP Spurious Retransmission] 8443  >  51145 [PSH, ACK] Seq=97 Ack=113 Win=165 Len=24;;37,19724;37,19730;6,4E-05;;-3,3E-05;9,7E-05;0,00013
1320;37,19730;192,168,100,21;142,251,85,71;TCP;90;[TCP Dup ACK 1136#56] 62448  >  443 [ACK] Seq=3504 Ack=763483 Win=1061632 Len=0 SLE=697307 SRE=705755 SLE=1112667 SRE=1114075 SLE=1067611 SRE=1070427 SLE=1064795 SRE=1066203;;37,19730;37,19740;9,7E-05;;4,9E-05;4,8E-05;-1E-06
1321;37,19740;192,168,100,21;142,251,85,71;TCP;90;[TCP Dup ACK 1136#57] 62448  >  443 [ACK] Seq=3504 Ack=763483 Win=1061632 Len=0 SLE=712795 SRE=715611 SLE=1112667 SRE=1114075 SLE=1067611 SRE=1070427 SLE=1064795 SRE=1066203;;37,19740;37,19744;4,8E-05;;-0,065916;0,065964;0,13188
1322;37,19744;192,168,100,21;50,116,58,41;TCP;66;[TCP Dup ACK 1279#1] 51145  >  8443 [ACK] Seq=141 Ack=121 Win=509 Len=0 SLE=97 SRE=121;;37,19744;37,26341;0,065964;;0,06592;4,4E-05;-0,065876
1323;37,26341;162.159.130.234;192,168,100,21;TLSv1,2;323;Application Data;;37,26341;37,26345;4,4E-05;;-0,074689;0,074733;0,149422
1324;37,26345;192,168,100,21;162.159.130.234;TCP;66;[TCP Dup ACK 1274#2] 61541  >  443 [ACK] Seq=55 Ack=10897 Win=514 Len=0 SLE=10989 SRE=11400;;37,26345;37,33819;0,074733;;-0,051714;0,126447;0,178161
1325;37,33819;192,168,100,21;50,116,58,41;TCP;82;[TCP Retransmission] 51145  >  8443 [PSH, ACK] Seq=113 Ack=121 Win=509 Len=28;;37,33819;37,46463;0,126447;;0,126407;4E-05;-0,126367
1326;37,46463;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=717019 Ack=3504 Win=76288 Len=1408;;37,46463;37,46467;4E-05;;-0,124378;0,124418;0,248796
1327;37,46467;192,168,100,21;142,251,85,71;TCP;90;[TCP Dup ACK 1136#58] 62448  >  443 [ACK] Seq=3504 Ack=763483 Win=1061632 Len=0 SLE=717019 SRE=718427 SLE=1112667 SRE=1114075 SLE=1067611 SRE=1070427 SLE=1064795 SRE=1066203;;37,46467;37,58909;0,124418;;0,124408;1E-05;-0,124398
1328;37,58909;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [PSH, ACK] Seq=722651 Ack=3504 Win=76288 Len=1408;;37,58909;37,58910;1E-05;;8E-06;2E-06;-6E-06
1329;37,58910;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=724059 Ack=3504 Win=76288 Len=1408;;37,58910;37,58910;2E-06;;-7,10543E-15;2E-06;2E-06
1330;37,58910;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [PSH, ACK] Seq=725467 Ack=3504 Win=76288 Len=1408;;37,58910;37,58910;2E-06;;0;2E-06;2E-06
1331;37,58910;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=726875 Ack=3504 Win=76288 Len=1408;;37,58910;37,58911;2E-06;;-1E-06;3E-06;4E-06
1332;37,58911;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [PSH, ACK] Seq=728283 Ack=3504 Win=76288 Len=1408;;37,58911;37,58911;3E-06;;0;3E-06;3E-06
1333;37,58911;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=729691 Ack=3504 Win=76288 Len=1408;;37,58911;37,58911;3E-06;;1E-06;2E-06;1E-06
1334;37,58911;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [PSH, ACK] Seq=731099 Ack=3504 Win=76288 Len=1408;;37,58911;37,58911;2E-06;;7,10543E-15;2E-06;2E-06
1335;37,58911;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=732507 Ack=3504 Win=76288 Len=1408;;37,58911;37,58912;2E-06;;-7,10543E-15;2E-06;2E-06
1336;37,58912;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [PSH, ACK] Seq=733915 Ack=3504 Win=76288 Len=1408;;37,58912;37,58912;2E-06;;-1E-06;3E-06;4E-06
1337;37,58912;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=735323 Ack=3504 Win=76288 Len=1408;;37,58912;37,58912;3E-06;;1E-06;2E-06;1E-06
1338;37,58912;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [PSH, ACK] Seq=736731 Ack=3504 Win=76288 Len=1408;;37,58912;37,58912;2E-06;;-7,3E-05;7,5E-05;0,000148
1339;37,58912;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=738139 Ack=3504 Win=76288 Len=1408;;37,58912;37,58920;7,5E-05;;-0,093162;0,093237;0,186399
1340;37,58920;192,168,100,21;142,251,85,71;TCP;90;[TCP Dup ACK 1136#59] 62448  >  443 [ACK] Seq=3504 Ack=763483 Win=1061632 Len=0 SLE=722651 SRE=739547 SLE=1112667 SRE=1114075 SLE=1067611 SRE=1070427 SLE=1064795 SRE=1066203;;37,58920;37,68244;0,093237;;0,09319;4,7E-05;-0,093143
1341;37,68244;162.159.130.234;192,168,100,21;TLSv1,2;1040;Application Data;;37,68244;37,68248;4,7E-05;;-0,373757;0,373804;0,747561
1342;37,68248;192,168,100,21;162.159.130.234;TCP;66;[TCP Dup ACK 1274#3] 61541  >  443 [ACK] Seq=55 Ack=10897 Win=514 Len=0 SLE=10989 SRE=12386;;37,68248;38,05629;0,373804;;0,373735;6,9E-05;-0,373666
1343;38,05629;162.159.130.234;192,168,100,21;TLSv1,2;366;Application Data;;38,05629;38,05636;6,9E-05;;-0,189584;0,189653;0,379237
1344;38,05636;192,168,100,21;162.159.130.234;TCP;66;[TCP Dup ACK 1274#4] 61541  >  443 [ACK] Seq=55 Ack=10897 Win=514 Len=0 SLE=10989 SRE=12698;;38,05636;38,24601;0,189653;;0,189607;4,6E-05;-0,189561
1345;38,24601;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=750811 Ack=3504 Win=76288 Len=1408;;38,24601;38,24605;4,6E-05;;-0,09202;0,092066;0,184086
1346;38,24605;192,168,100,21;142,251,85,71;TCP;90;[TCP Dup ACK 1136#60] 62448  >  443 [ACK] Seq=3504 Ack=763483 Win=1061632 Len=0 SLE=750811 SRE=752219 SLE=1112667 SRE=1114075 SLE=1067611 SRE=1070427 SLE=1064795 SRE=1066203;;38,24605;38,33812;0,092066;;0,031119;0,060947;0,029828
1347;38,33812;192,168,100,21;50,116,58,41;TCP;82;[TCP Retransmission] 51145  >  8443 [PSH, ACK] Seq=113 Ack=121 Win=509 Len=28;;38,33812;38,39907;0,060947;;0,060944;3E-06;-0,060941
1349;38,39907;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [PSH, ACK] Seq=762075 Ack=3504 Win=76288 Len=1408;;38,39907;38,39907;3E-06;;-0,047062;0,047065;0,094127
1350;38,39907;142,251,85,71;192,168,100,21;TCP;1462;[TCP Retransmission] 443  >  62448 [ACK] Seq=763483 Ack=3504 Win=76288 Len=1408;;38,39907;38,44614;0,047065;;-0,011367;0,058432;0,069799
1351;38,44614;192,168,100,21;142,251,85,71;TCP;90;62448  >  443 [ACK] Seq=3504 Ack=764891 Win=1061632 Len=0 SLE=762075 SRE=763483 SLE=1112667 SRE=1114075 SLE=1067611 SRE=1070427 SLE=1064795 SRE=1066203;;38,44614;38,50457;0,058432;;0,058428;4E-06;-0,058424
1352;38,50457;142,251,85,71;192,168,100,21;TCP;1462;[TCP Retransmission] 443  >  62448 [PSH, ACK] Seq=764891 Ack=3504 Win=76288 Len=1408;;38,50457;38,50457;4E-06;;-0,053522;0,053526;0,107048
1353;38,50457;142,251,85,71;192,168,100,21;TCP;1462;[TCP Retransmission] 443  >  62448 [ACK] Seq=766299 Ack=3504 Win=76288 Len=1408;;38,50457;38,55810;0,053526;;-0,007601;0,061127;0,068728
1354;38,55810;192,168,100,21;142,251,85,71;TCP;90;62448  >  443 [ACK] Seq=3504 Ack=794459 Win=1061632 Len=0 SLE=766299 SRE=767707 SLE=1112667 SRE=1114075 SLE=1067611 SRE=1070427 SLE=1064795 SRE=1066203;;38,55810;38,61922;0,061127;;0,06112;7E-06;-0,061113
1355;38,61922;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=771931 Ack=3504 Win=76288 Len=1408;;38,61922;38,61923;7E-06;;2E-06;5E-06;3E-06
1356;38,61923;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [PSH, ACK] Seq=773339 Ack=3504 Win=76288 Len=1408;;38,61923;38,61924;5E-06;;3E-06;2E-06;-1E-06
1357;38,61924;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=774747 Ack=3504 Win=76288 Len=1408;;38,61924;38,61924;2E-06;;-1E-06;3E-06;4E-06
1358;38,61924;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [PSH, ACK] Seq=776155 Ack=3504 Win=76288 Len=1408;;38,61924;38,61924;3E-06;;1E-06;2E-06;1E-06
1359;38,61924;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=777563 Ack=3504 Win=76288 Len=1408;;38,61924;38,61924;2E-06;;-1E-06;3E-06;4E-06
1360;38,61924;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [PSH, ACK] Seq=778971 Ack=3504 Win=76288 Len=1408;;38,61924;38,61925;3E-06;;-0,000101;0,000104;0,000205
1361;38,61925;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=780379 Ack=3504 Win=76288 Len=1408;;38,61925;38,61935;0,000104;;-0,077309;0,077413;0,154722
1362;38,61935;192,168,100,21;142,251,85,71;TCP;90;[TCP Dup ACK 1354#1] 62448  >  443 [ACK] Seq=3504 Ack=794459 Win=1061632 Len=0 SLE=771931 SRE=781787 SLE=1112667 SRE=1114075 SLE=1067611 SRE=1070427 SLE=1064795 SRE=1066203;;38,61935;38,69676;0,077413;;-0,095015;0,172428;0,267443
1363;38,69676;192,168,100,21;142,251,12,94;TCP;54;[TCP Retransmission] 62454  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0;;38,69676;38,86919;0,172428;;0,078544;0,093884;0,01534
1364;38,86919;192,168,100,21;142,251,12,94;TCP;54;[TCP Retransmission] 62453  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0;;38,86919;38,96308;0,093884;;-0,656091;0,749975;1,406066
1365;38,96308;192,168,100,21;142,251,85,71;TCP;78;[TCP Retransmission] 62449  >  443 [FIN, PSH, ACK] Seq=582 Ack=5178 Win=132352 Len=24;;38,96308;39,71305;0,749975;;0,552862;0,197113;-0,355749
1366;39,71305;192,168,100,21;157,240,217,60;TLSv1,2;94;Application Data;;39,71305;39,91016;0,197113;;0,19703;8,3E-05;-0,196947
1367;39,91016;162.159.130.234;192,168,100,21;TLSv1,2;157;[TCP Previous segment not captured] , Application Data;;39,91016;39,91025;8,3E-05;;-0,437975;0,438058;0,876033
1368;39,91025;192,168,100,21;162.159.130.234;TCP;74;[TCP Dup ACK 1274#5] 61541  >  443 [ACK] Seq=55 Ack=10897 Win=514 Len=0 SLE=13263 SRE=13366 SLE=10989 SRE=12698;;39,91025;40,34830;0,438058;;0,229508;0,20855;-0,020958
1369;40,34830;192,168,100,21;50,116,58,41;TCP;82;[TCP Retransmission] 51145  >  8443 [PSH, ACK] Seq=113 Ack=121 Win=509 Len=28;;40,34830;40,55685;0,20855;;0,208484;6,6E-05;-0,208418
1370;40,55685;162.159.130.234;192,168,100,21;TLSv1,2;291;Application Data;;40,55685;40,55692;6,6E-05;;-0,052289;0,052355;0,104644
1371;40,55692;192,168,100,21;162.159.130.234;TCP;74;[TCP Dup ACK 1274#6] 61541  >  443 [ACK] Seq=55 Ack=10897 Win=514 Len=0 SLE=13263 SRE=13603 SLE=10989 SRE=12698;;40,55692;40,60928;0,052355;;0,052272;8,3E-05;-0,052189
1372;40,60928;162.159.130.234;192,168,100,21;TLSv1,2;557;Application Data;;40,60928;40,60936;8,3E-05;;-0,47193;0,472013;0,943943
1373;40,60936;192,168,100,21;162.159.130.234;TCP;74;[TCP Dup ACK 1274#7] 61541  >  443 [ACK] Seq=55 Ack=10897 Win=514 Len=0 SLE=13263 SRE=14106 SLE=10989 SRE=12698;;40,60936;41,08137;0,472013;;0,095145;0,376868;0,281723
1374;41,08137;192,168,100,21;142,251,12,94;TCP;55;[TCP Keep-Alive] 62452  >  80 [ACK] Seq=426 Ack=702 Win=64952 Len=1;;41,08137;41,45824;0,376868;;0,143706;0,233162;0,089456
1375;41,45824;192,168,100,21;142,251,85,71;TCP;55;[TCP Spurious Retransmission] 62449  >  443 [ACK] Seq=581 Ack=5178 Win=132352 Len=1;;41,45824;41,69140;0,233162;;-0,170592;0,403754;0,574346
1376;41,69140;192,168,100,21;162.159.130.234;TLSv1,2;108;Application Data;;41,69140;42,09516;0,403754;;0,357788;0,045966;-0,311822
1377;42,09516;192,168,100,21;142,251,12,94;TCP;55;[TCP Keep-Alive] 62452  >  80 [ACK] Seq=426 Ack=702 Win=64952 Len=1;;42,09516;42,14112;0,045966;;-0,061011;0,106977;0,167988
1378;42,14112;192,168,100,21;142,251,12,94;TCP;54;[TCP Retransmission] 62454  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0;;42,14112;42,24810;0,106977;;0,086412;0,020565;-0,065847
1379;42,24810;192,168,100,21;142,251,12,94;TCP;55;[TCP Keep-Alive] 62450  >  80 [ACK] Seq=852 Ack=1403 Win=64251 Len=1;;42,24810;42,26866;0,020565;;0,02047;9,5E-05;-0,020375
1380;42,26866;162.159.130.234;192,168,100,21;TLSv1,2;275;[TCP Previous segment not captured] , Application Data;;42,26866;42,26876;9,5E-05;;-0,153072;0,153167;0,306239
1381;42,26876;192,168,100,21;162.159.130.234;TCP;82;[TCP Dup ACK 1274#8] 61541  >  443 [ACK] Seq=109 Ack=10897 Win=514 Len=0 SLE=14744 SRE=14965 SLE=13263 SRE=14106 SLE=10989 SRE=12698;;42,26876;42,42193;0,153167;;0,152924;0,000243;-0,152681
1382;42,42193;192,168,100,21;142,251,85,71;TLSv1,3;78;Application Data;;42,42193;42,42217;0,000243;;-0,044694;0,044937;0,089631
1383;42,42217;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [FIN, ACK] Seq=3528 Ack=794459 Win=1061632 Len=0;;42,42217;42,46711;0,044937;;-0,031122;0,076059;0,107181
1385;42,46711;192,168,100,21;142,251,85,71;TCP;55;[TCP Spurious Retransmission] 62449  >  443 [ACK] Seq=581 Ack=5178 Win=132352 Len=1;;42,46711;42,54316;0,076059;;-0,017272;0,093331;0,110603
1386;42,54316;192,168,100,21;142,251,12,94;TCP;54;[TCP Retransmission] 62453  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0;;42,54316;42,63650;0,093331;;-0,138254;0,231585;0,369839
1387;42,63650;192,168,100,21;18.213.208.247;TLSv1,2;90;Application Data;;42,63650;42,86808;0,231585;;0,043984;0,187601;0,143617
1389;42,86808;192,168,100,21;162.159.130.234;TCP;108;[TCP Retransmission] 61541  >  443 [PSH, ACK] Seq=55 Ack=10897 Win=514 Len=54;;42,86808;43,05568;0,187601;;0,156637;0,030964;-0,125673
1391;43,05568;192,168,100,21;142,251,85,71;TCP;78;[TCP Retransmission] 62448  >  443 [FIN, PSH, ACK] Seq=3504 Ack=794459 Win=1061632 Len=24;;43,05568;43,08665;0,030964;;0,015352;0,015612;0,00026
1392;43,08665;192,168,100,21;104,85,201,149;TCP;55;62266  >  443 [ACK] Seq=1 Ack=1 Win=512 Len=1 [TCP segment of a reassembled PDU];;43,08665;43,10226;0,015612;;-0,14178;0,157392;0,299172
1393;43,10226;192,168,100,21;142,251,12,94;TCP;55;[TCP Keep-Alive] 62452  >  80 [ACK] Seq=426 Ack=702 Win=64952 Len=1;;43,10226;43,25965;0,157392;;-0,058599;0,215991;0,27459
1394;43,25965;192,168,100,21;142,251,12,94;TCP;55;[TCP Keep-Alive] 62450  >  80 [ACK] Seq=852 Ack=1403 Win=64251 Len=1;;43,25965;43,47564;0,215991;;0,031017;0,184974;0,153957
1396;43,47564;192,168,100,21;142,251,85,71;TCP;55;[TCP Spurious Retransmission] 62449  >  443 [ACK] Seq=581 Ack=5178 Win=132352 Len=1;;43,47564;43,66061;0,184974;;0,184863;0,000111;-0,184752
1397;43,66061;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=715611 Ack=3504 Win=76288 Len=1408;;43,66061;43,66073;0,000111;;-0,078058;0,078169;0,156227
1398;43,66073;192,168,100,21;142,251,85,71;TCP;90;[TCP Dup ACK 1354#2] 62448  >  443 [ACK] Seq=3529 Ack=794459 Win=1061632 Len=0 SLE=715611 SRE=717019 SLE=1112667 SRE=1114075 SLE=1067611 SRE=1070427 SLE=1064795 SRE=1066203;;43,66073;43,73889;0,078169;;-0,197211;0,27538;0,472591
1399;43,73889;192,168,100,21;142,251,85,71;TCP;78;[TCP Retransmission] 62448  >  443 [FIN, PSH, ACK] Seq=3504 Ack=794459 Win=1061632 Len=24;;43,73889;44,01427;0,27538;;0,275375;5E-06;-0,27537
1400;44,01427;5,45,62,53;192,168,100,21;TCP;208;80  >  62412 [PSH, ACK] Seq=1 Ack=1 Win=65392 Len=154 [TCP segment of a reassembled PDU];;44,01427;44,01428;5E-06;;-0,000158;0,000163;0,000321
1401;44,01428;5,45,62,53;192,168,100,21;TCP;1334;HTTP/1,1 200 OK  [TCP segment of a reassembled PDU];;44,01428;44,01444;0,000163;;-0,084392;0,084555;0,168947
1402;44,01444;192,168,100,21;5,45,62,53;TCP;54;62412  >  80 [ACK] Seq=1 Ack=1435 Win=64952 Len=0;;44,01444;44,09900;0,084555;;0,068961;0,015594;-0,053367
1403;44,09900;192,168,100,21;142,251,85,71;TCP;78;[TCP Retransmission] 62449  >  443 [FIN, PSH, ACK] Seq=582 Ack=5178 Win=132352 Len=24;;44,09900;44,11459;0,015594;;-0,026238;0,041832;0,06807
1404;44,11459;192,168,100,21;142,251,12,94;TCP;55;[TCP Keep-Alive] 62452  >  80 [ACK] Seq=426 Ack=702 Win=64952 Len=1;;44,11459;44,15642;0,041832;;0,041761;7,1E-05;-0,04169
1405;44,15642;162.159.130.234;192,168,100,21;TLSv1,2;272;[TCP Previous segment not captured] , Application Data;;44,15642;44,15649;7,1E-05;;-0,006491;0,006562;0,013053
1406;44,15649;192,168,100,21;162.159.130.234;TCP;90;[TCP Dup ACK 1274#9] 61541  >  443 [ACK] Seq=109 Ack=10897 Win=514 Len=0 SLE=15009 SRE=15227 SLE=14744 SRE=14965 SLE=13263 SRE=14106 SLE=10989 SRE=12698;;44,15649;44,16306;0,006562;;0,006556;6E-06;-0,00655
1407;44,16306;142,251,85,71;192,168,100,21;TLSv1,3;1462;Continuation Data;;44,16306;44,16306;6E-06;;-6,4E-05;7E-05;0,000134
1408;44,16306;142,251,85,71;192,168,100,21;TLSv1,3;1462;Continuation Data;;44,16306;44,16313;7E-05;;-5,5E-05;0,000125;0,00018
1409;44,16313;192,168,100,21;142,251,85,71;TCP;90;[TCP Dup ACK 1354#3] 62448  >  443 [ACK] Seq=3529 Ack=794459 Win=1061632 Len=0 SLE=1112667 SRE=1116891 SLE=1067611 SRE=1070427 SLE=1064795 SRE=1066203 SLE=1056347 SRE=1063387;;44,16313;44,16326;0,000125;;9,7E-05;2,8E-05;-6,9E-05
